week,category,weekly_rank,show_title,weekly_views,keywords,title_image_url
2022-02-20,Films (Non-English),4,Love and Leashes,,"based on comic, bdsm, intimacy, based on webcomic or webtoon",https://image.tmdb.org/t/p/w500/yQgGYiHUoDYeA4TbYlghpA5lmKH.jpg
2022-02-20,Films (Non-English),5,The Privilege,,,https://image.tmdb.org/t/p/w500/4vR0xZOfY5tnYHI9ACaa7Bppx0H.jpg
2022-02-20,Films (Non-English),7,Into the Wind,,kitesurfing,https://image.tmdb.org/t/p/w500/867QI9NTJIhe0kQJ0bcnutXjpK5.jpg
2022-02-20,Films (Non-English),8,Parallel Roads,,,
2022-02-20,Films (Non-English),9,My Best Friend Anne Frank,,"world war ii, anne frank, based on true story",https://image.tmdb.org/t/p/w500/6codIHEKVYwbQ9Ey6CNoqWA9yxD.jpg
2022-02-20,Films (Non-English),10,Thoroughbred,,,https://image.tmdb.org/t/p/w500/uSVBjnXi2Eh2mXE0NU6gJm6cwhx.jpg
2022-02-20,TV (English),10,The Woman in the House Across the Street from the Girl in the Window,,,
2022-02-13,Films (English),5,Home Team,,"arena, sports, new orleans, louisiana, hometown, nfl (national football league), new orleans saints",https://image.tmdb.org/t/p/w500/zTwfMV1hm1DIrMo8BGyZKskhSPr.jpg
2022-02-13,Films (English),8,Faster,,"prisoner, police, hitman, cop, revenge, driver",https://image.tmdb.org/t/p/w500/AsUeaXrhw4oscCSjUZ6heh1pVvd.jpg
2022-02-13,Films (English),9,The Power of the Dog,,"husband wife relationship, based on novel or book, sadism, sexuality, widow, montana, eroticism, banjo, cigarette, ranch, marriage, bullying, death of father, sexual tension, period drama, masturbation, alcoholic, humiliation, gender roles, cowboy, homoeroticism, lgbt, misogynist, mentor protégé relationship, woman director, medical student, drunkenness, masculinity, animal cruelty, 1920s, hula hoop, mother son relationship, brother brother relationship, toxic masculinity, repressed sexuality, gay theme, brothers, homosexuality, 20th century, antagonistic, baffled",https://image.tmdb.org/t/p/w500/kEy48iCzGnp0ao1cZbNeWR6yIhC.jpg
2022-02-13,Films (English),10,Don't Look Up,,"artificial intelligence (a.i.), the white house, asteroid, climate change, satire, global warming, comet, end of the world, social commentary, social satire, meteorite, astronomer, disaster, teacher student relationship, denial, mass hysteria, aftercreditsstinger, duringcreditsstinger, amused, antagonistic",https://image.tmdb.org/t/p/w500/th4E1yqsE8DGpAseLiUrI60Hf8V.jpg
2022-02-13,Films (Non-English),8,Child of Kamiari Month,,"supernatural, god, slice of life, historical, folklore, anime",https://image.tmdb.org/t/p/w500/ffPIWQjps6NrIYog22yJ8IEAuCT.jpg
2022-02-13,Films (Non-English),9,Looop Lapeta,,"remake, looop lapeta, saade saati",https://image.tmdb.org/t/p/w500/onGdT8sYi89drvSJyEJnft97rOq.jpg
2022-02-13,Films (Non-English),10,Luccas Neto in: The Magical Hotel 2,,,https://image.tmdb.org/t/p/w500/wEUlxyFHZ838xnjWk1MrWeumVWw.jpg
2022-02-13,TV (English),10,In From the Cold,,"library, spy, cold war, grocer, iron curtain, cynicism, whiskey, atheist, tribunal, black and white, love affair, double cross, alcoholic, filing, credit, exhilarated",https://image.tmdb.org/t/p/w500/xroW2SrAAHwnel6yazC99xRW9R2.jpg
2022-02-13,TV (Non-English),9,Our Beloved Summer,,,
2022-02-06,Films (English),5,Transformers: Revenge of the Fallen,,"egypt, chaos, sun, tank, symbol, alien, artifact, revenge, based on toy, robot, duringcreditsstinger",https://image.tmdb.org/t/p/w500/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg
2022-02-06,Films (English),6,The Royal Treatment,,"royalty, romantic cinema",https://image.tmdb.org/t/p/w500/mYAv0YUoXJzLxIdEirOken8Quwf.jpg
2022-02-06,Films (English),9,Can You Keep a Secret?,,"new york city, based on novel or book, panic, promise, marketing, dating, falling in love, young woman, humiliation, stranger, first class, ceo, woman director, airplane flight, energy drink, turbulent flight, secrets, plane travel, radical honesty, new boss",https://image.tmdb.org/t/p/w500/7QtCOlHESPEYtFANmd4yLqsYKZ4.jpg
2022-02-06,Films (Non-English),3,My Father's Violin,,,https://image.tmdb.org/t/p/w500/bwvoSRyXRRqtpvoHYhySQk2U4EM.jpg
2022-02-06,Films (Non-English),6,أصحاب ...ولا أعزّ,,"infidelity, controversy, remake, secret life, dinner party, controversial artist, game night, fun become fear, lebanese, secrets, egyptian, private life",https://image.tmdb.org/t/p/w500/xanRnnwGExIEXvXlOAls9Hhq54l.jpg
2022-02-06,Films (Non-English),7,Amandla,,,https://image.tmdb.org/t/p/w500/qrT3Y0ERClIKCeq025L5rN1xgzr.jpg
2022-02-06,Films (Non-English),8,How I Fell in Love with a Gangster,,based on true story,https://image.tmdb.org/t/p/w500/9RnGB9eX6zEF4GDfYTvWHznyBUZ.jpg
2022-02-06,Films (Non-English),9,Fierce,,,
2022-02-06,Films (Non-English),10,The Medium,,,
2022-02-06,TV (Non-English),7,Feria: The Darkest Light,,,
2022-02-06,TV (Non-English),9,Boruto: Naruto Next Generations,,,https://image.tmdb.org/t/p/w500/6Y4u5yeuKFOqmD85A6V3RlSEB8e.jpg
2022-01-30,Films (English),3,Munich – The Edge of War,,,https://image.tmdb.org/t/p/w500/1SOiUTDnwW9gU4GzSIsOCQUlHJF.jpg
2022-01-30,Films (English),8,Brazen,,"detective, investigation, sister, murder, neighbor, lawyer",https://image.tmdb.org/t/p/w500/7e4n1GfC9iky9VQzH3cDQz9wYpO.jpg
2022-01-30,Films (English),9,The Possession of Hannah Grace,,"rehabilitation, morgue, cop, drug rehabilitation, hospital, corpse, police officer, entity, graveyard shift",https://image.tmdb.org/t/p/w500/hDDb0H0uJp2wjoJBbBHbKlYRbug.jpg
2022-01-30,Films (English),10,A Perfect Enemy,,"paris, france, based on novel or book, rain, architect, confusion, author, architecture, mysterious woman, lecture, airport lounge, mysterious, strange, odd, favor, suspicious, story, cerebral, suspense, missed flight",https://image.tmdb.org/t/p/w500/wgz3SDI99VJEE9uJEiVh4iqNlq8.jpg
2022-01-30,Films (Non-English),4,Shyam Singha Roy,,,https://image.tmdb.org/t/p/w500/nUHk72rSGDuG2Lz22zJAYCyxq7g.jpg
2022-01-30,Films (Non-English),7,Photocopier,,,https://image.tmdb.org/t/p/w500/wjNNm0eZKNZ40Fqlc9QewDxy0by.jpg
2022-01-30,Films (Non-English),9,Rogue City,,,https://image.tmdb.org/t/p/w500/9HT9982bzgN5on1sLRmc1GMn6ZC.jpg
2022-01-30,Films (Non-English),10,Vicky and Her Mystery,,"france, wolf, based on true story",https://image.tmdb.org/t/p/w500/xXZ4yhyss7DGrp7a1EVHaAStfwr.jpg
2022-01-30,TV (English),3,Archive 81,,,
2022-01-30,TV (English),10,Riverdale,,,https://image.tmdb.org/t/p/w500/wURFPiFdRiGrNrc29iaAlauPffZ.jpg
2022-01-30,TV (Non-English),4,Neymar: The Perfect Chaos,,,
2022-01-30,TV (Non-English),8,Summer Heat,,,https://image.tmdb.org/t/p/w500/5mZ9F3bFaUi10IIsWSekbPfub6K.jpg
2022-01-30,TV (Non-English),10,Carinha de Anjo,,,
2022-01-23,Films (English),5,Riverdance: The Animated Adventure,,"dance, grandparent grandchild relationship, river, village, stage show, deer, grief, ireland, st. patrick's day, talking animal",https://image.tmdb.org/t/p/w500/i6TRDlVuuEXMyLSlIkDd8YhBN0r.jpg
2022-01-23,Films (English),7,After We Fell,,"based on novel or book, family history, love, teenage crush, woman director, family tension",https://image.tmdb.org/t/p/w500/dU4HfnTEJDf9KvxGS9hgO7BVeju.jpg
2022-01-23,Films (English),9,Back to the Outback,,"creature, koala",https://image.tmdb.org/t/p/w500/jbAUTO7qFN8XFG2LM3bz30vzGFJ.jpg
2022-01-23,Films (English),10,Mother/Android,,"android, mother, artificial intelligence (a.i.), killer robot, dystopia, robot, pregnant woman, suspense",https://image.tmdb.org/t/p/w500/rO3nV9d1wzHEWsC7xgwxotjZQpM.jpg
2022-01-23,TV (English),4,Stay Close,,"sports, olympic games, fencing",https://image.tmdb.org/t/p/w500/na8UZBTFzOxIZ5CTu8pFQSpTooB.jpg
2022-01-23,TV (English),9,Cheer,,,https://image.tmdb.org/t/p/w500/9amqjRllga8rtXS0gJKqVH1mvIQ.jpg
2022-01-23,TV (Non-English),6,Yeh Kaali Kaali Ankhein,,,
2022-01-16,Films (English),8,Tides,,"dystopia, post-apocalyptic future, space travel, space, apocalypse, father daughter reunion, future earth, father daughter relationship",https://image.tmdb.org/t/p/w500/nX7ZUYwgGOCe5nXXwpNg4hAf1xB.jpg
2022-01-16,Films (English),10,The Clovehitch Killer,,"investigation, coming of age, serial killer, psychological thriller, church, surveillance, dark past, boy scouts, sadistic psychopath, 1990s, urban gothic, father son relationship, case file, distressing",https://image.tmdb.org/t/p/w500/6NmsbUJqnopbnLun2E4KvtVNj8T.jpg
2022-01-16,Films (Non-English),2,Four to Dinner,,,https://image.tmdb.org/t/p/w500/oYCNbQH7QjilbVrcfIkBi1RxsrE.jpg
2022-01-16,Films (Non-English),3,The Wasteland,,,https://image.tmdb.org/t/p/w500/6QzpoBnPnfdI4AfUodvXHl8WZFS.jpg
2022-01-16,Films (Non-English),4,Chandigarh Kare Aashiqui,,love story,https://image.tmdb.org/t/p/w500/owZYxR8y78tkkEd6mSH2olPsakJ.jpg
2022-01-16,Films (Non-English),7,Minnal Murali,,"superhero, supervillain",https://image.tmdb.org/t/p/w500/5jHnykugFB3awLTwDM5LQ93TIzs.jpg
2022-01-16,Films (Non-English),9,Lulli,,,https://image.tmdb.org/t/p/w500/ztJHKv6KSSgCTWAI2STrX2BeuJZ.jpg
2022-01-16,Films (Non-English),10,Sin Nombre,,"rape, street gang, river, shower, child murder, freight train, illegal immigration, kiss, honduras, travel, gang, mexican border",https://image.tmdb.org/t/p/w500/dubZwiGWp6TwYNGYtyGEUC7XAin.jpg
2022-01-16,TV (Non-English),6,Undercover,,erotic thriller,https://image.tmdb.org/t/p/w500/iSRVm7J6MVDRlBMASvf7id8d9hB.jpg
2022-01-09,Films (English),3,The Lost Daughter,,"daughter, mother, beach, based on novel or book, greece, vacation, doll, motherhood, woman director, dramatic, sentimental",https://image.tmdb.org/t/p/w500/t1oLNRFixpFOVsyz1HCqCUW3wiW.jpg
2022-01-09,Films (English),5,The Unforgivable,,"redemption, incredulous",https://image.tmdb.org/t/p/w500/1b3dNFDuE7i05TJlXrIC571yR01.jpg
2022-01-09,Films (English),8,Journey 2: The Mysterious Island,,"mission, giant lizard, missing person, duringcreditsstinger",https://image.tmdb.org/t/p/w500/8WbZOiplh0xuVNVYhYPxsLa7BM5.jpg
2022-01-09,Films (English),9,Seal Team,,sharks,https://image.tmdb.org/t/p/w500/5tGjQrYrPCbcwMCbptXTR7fUhL5.jpg
2022-01-09,Films (English),10,The Longest Yard,,"prison, corruption, prisoner, smuggling (contraband), sports, american football, blackmail, american football coach, texas, san diego, california, prison warden, prison guard, remake, inmate, based on movie, quarterback, prisoner abuse, political aspiration, public disgrace, american football player, probation violation, federal penitentiary, shaving points, hotbox, football game",https://image.tmdb.org/t/p/w500/nbKcVBcxF96ARW2oKHqDYAcLdu.jpg
2022-01-09,Films (Non-English),9,STAND BY ME Doraemon 2,,"gadget, time travel, school, based on manga, anime, based on anime",https://image.tmdb.org/t/p/w500/vBv8iOFPLnXmtELUjcFc7OKHsR4.jpg
2022-01-09,TV (English),8,Queer Eye,,,
2022-01-09,TV (Non-English),5,The Silent Sea,,,https://image.tmdb.org/t/p/w500/kuaFkxy0g9g5Nxd8u60olWlBzX8.jpg
2022-01-09,TV (Non-English),9,Kitz,,,
2022-01-02,Films (English),6,Spider-Man: Homecoming,,"high school, new york city, washington dc, usa, superhero, based on comic, reboot, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",https://image.tmdb.org/t/p/w500/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg
2022-01-02,Films (English),8,Death to 2021,,"mockumentary, covid-19",https://image.tmdb.org/t/p/w500/qGt48Z1j4TuzPti8ZNWqqypa6w.jpg
2022-01-02,Films (English),10,Spider-Man,,"new york city, adolescence, photographer, loss of loved one, photography, secret identity, hostility, superhero, spider, bad boss, villain, based on comic, teenage boy, teenage love, evil, super villain, taking responsibility, suspenseful",https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg
2022-01-02,Films (Non-English),5,1000 Miles from Christmas,,christmas,https://image.tmdb.org/t/p/w500/dXEtICgk28bDJbhrQObIfwtSgjv.jpg
2022-01-02,Films (Non-English),6,Intervenção,,,https://image.tmdb.org/t/p/w500/8EpvLxM7VeIV4s2zGBAAS7C7dng.jpg
2022-01-02,Films (Non-English),7,The Whole Truth,,"murder, lawyer, woman director, patricide, legal thriller",https://image.tmdb.org/t/p/w500/iL3Bx4YOqYdAMlx4czLyygA09MC.jpg
2022-01-02,Films (Non-English),8,Anonymously Yours,,"romcom, teen movie, mexican",https://image.tmdb.org/t/p/w500/kQu9rNkiB0nSSRGQX0B6u9sxwfw.jpg
2022-01-02,Films (Non-English),9,The Hand of God,,"italy, naples, italy, loss of virginity, family relationships, coming of age, poverty, teenage boy, football (soccer) fan, semi autobiographical, 1980s",https://image.tmdb.org/t/p/w500/kreVxr5moB7K52IGGV1BGAn6nq1.jpg
2022-01-02,Films (Non-English),10,Sooryavanshi,,"police, sequel, police officer, cop universe",https://image.tmdb.org/t/p/w500/oCymRm6FG62zrKnXiHHJvDgkYoA.jpg
2022-01-02,TV (English),9,Crime Scene: The Times Square Killer,,,
2022-01-02,TV (English),10,WWII in Color: Road to Victory,,,
2022-01-02,TV (Non-English),7,The Girl from Oslo,,,
2021-12-26,Films (English),8,A California Christmas: City Lights,,christmas,https://image.tmdb.org/t/p/w500/iH3HZV19QlAuJUNk5SCn4k2RHO8.jpg
2021-12-26,Films (English),10,A Boy Called Christmas,,"elves, holiday, santa claus, mouse, reindeer, snow, troll, santa hat, finland, bedtime story, pixie, christmas, origin story, talking animal, sincere",https://image.tmdb.org/t/p/w500/1sRejtiHOZGggZd9RcmdqbapLM5.jpg
2021-12-26,Films (Non-English),2,Grumpy Christmas,,christmas,https://image.tmdb.org/t/p/w500/eCLuwrumpumraYW7eg7fNRr0F5P.jpg
2021-12-26,Films (Non-English),9,David and the Elves,,"holiday, christmas",https://image.tmdb.org/t/p/w500/gdQml1N2kysb1wKAGqTu3ZuQADW.jpg
2021-12-26,TV (English),6,Lost in Space,,"future, time travel, robot, sabotage, deep space, 2050s",https://image.tmdb.org/t/p/w500/903AxjIIFEUaC2dRukePaVJaxeP.jpg
2021-12-26,TV (English),8,PAW Patrol,,"superhero, cartoon, mad scientist, sequel, dog, animals, elasticity, kids",https://image.tmdb.org/t/p/w500/aTvePCU7exLepwg5hWySjwxojQK.jpg
2021-12-26,TV (Non-English),6,The King's Affection,,,
2021-12-19,Films (English),7,John Wick: Chapter 3 - Parabellum,,"new york city, martial arts, bratva (russian mafia), casablanca, morocco, secret society, morocco, secret organization, black humor, sahara desert, sequel, organized crime, one man army, consequences, professional assassin, baba yaga, dog man friendship",https://image.tmdb.org/t/p/w500/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg
2021-12-19,Films (Non-English),3,Two,,,https://image.tmdb.org/t/p/w500/6SaRZz2deLGJoutH5aPJPAxzn3o.jpg
2021-12-19,Films (Non-English),6,Bordertown: Mural Murders,,based on tv series,https://image.tmdb.org/t/p/w500/g24OiKp3k9b3VzrhCNcaQzHhZ60.jpg
2021-12-19,Films (Non-English),9,Escape From Mogadishu,,"diplomat, escape, somalia, 1990s, mogadishu, inter-korean relations",https://image.tmdb.org/t/p/w500/uZj357VwnONzHfQGBHpgDyw8uy6.jpg
2021-12-19,Films (Non-English),10,Green Snake,,"3d animation, white snake, donghua",https://image.tmdb.org/t/p/w500/1zs5zsQDP5KuWwxIg9EUULLFEV.jpg
2021-12-19,TV (English),5,Selling Tampa,,,
2021-12-19,TV (Non-English),8,Aranyak,,,https://image.tmdb.org/t/p/w500/8JdTU7l6txPmW9IIS0Wz2DCsmju.jpg
2021-12-19,TV (Non-English),10,Hometown Cha-Cha-Cha,,,
2021-12-12,Films (English),5,Single All The Way,,"holiday, lgbt, christmas, gay theme",https://image.tmdb.org/t/p/w500/bfZPNzAwUQZ6FZQi1d136KLr3wl.jpg
2021-12-12,Films (English),7,A Castle For Christmas,,"scotland, castle, christmas",https://image.tmdb.org/t/p/w500/xhRbfdGRcEv6RUiAfWnER2pOCcU.jpg
2021-12-12,Films (English),8,Redemption Day,,"terrorism, u.s. marine",https://image.tmdb.org/t/p/w500/y1Tk1LUwS3nRlugiXnag6Bu1ToG.jpg
2021-12-12,Films (English),9,Bruised,,"sports, woman director, dramatic",https://image.tmdb.org/t/p/w500/axibOQF9QnThrr8M37ufAYurP4R.jpg
2021-12-12,Films (Non-English),7,More the Merrier,,"swinger club, night life, romcom, anthology, sex comedy",https://image.tmdb.org/t/p/w500/uShw8wJ7K4ySrPtUWjGe8wwJ5fj.jpg
2021-12-12,Films (Non-English),10,The Claus Family,,"santa claus, sequel, christmas, kerstmis, family comedy",https://image.tmdb.org/t/p/w500/aJg7z3AVwBakEUDdJaah5QyebXn.jpg
2021-12-12,TV (English),4,Jurassic World Camp Cretaceous,,"tyrannosaurus rex, dinosaur, based on movie, interactive, short film",https://image.tmdb.org/t/p/w500/7ZeqXAT3EXu9uhFXwhyKlH4NAlM.jpg
2021-12-12,TV (English),9,True Story,,"prison, journalist, prisoner, based on true story, prison visit, identity theft, accused of murder",https://image.tmdb.org/t/p/w500/ncP8XQ0bXP0xSpJmMsRt8mUcEXd.jpg
2021-12-05,Films (English),7,14 Peaks: Nothing Is Impossible,,"mountain, mountaineer, k2, mountaineering, mount everest, manaslu, cho oyu, nanga parbat",https://image.tmdb.org/t/p/w500/saGMNCD6ayFqmOb9mX2MkkMmW7w.jpg
2021-12-05,Films (English),10,Love Hard,,"holiday, ugliness, online dating, christmas, dating app, happy ending, christmas romance, feelgood",https://image.tmdb.org/t/p/w500/oTkAFDZRLnqrXOrOwuy3Tvul0v5.jpg
2021-12-05,Films (Non-English),6,Outlaws,,"motorcycle gang, bikies",https://image.tmdb.org/t/p/w500/2uPtTRbduZ2mXcKnccLo4kR03ub.jpg
2021-12-05,Films (Non-English),8,Just Short of Perfect,,,https://image.tmdb.org/t/p/w500/1DVDY5raMx32PAemNenmZ49xnb.jpg
2021-12-05,TV (English),6,School of Chocolate,,,
2021-12-05,TV (English),9,Cowboy Bebop,,"halloween, revenge, space western, lethal virus, adult animation, neo-western, anime, excited, vibrant",https://image.tmdb.org/t/p/w500/34H5bsNc0EPILVr49TfOYXj50qV.jpg
2021-12-05,TV (Non-English),5,Elves,,"experiment, nazi, elves, cat, family secrets, murder, incest, christmas horror, christmas, killing a cat",https://image.tmdb.org/t/p/w500/uh4T4xqhSTZ06TuHpJWc5H0DLyM.jpg
2021-11-28,Films (English),5,The Princess Switch 3: Romancing the Star,,"holiday, royal family, sequel, look-alike, christmas",https://image.tmdb.org/t/p/w500/d42eVP0SdHEKUoUnaFpF2eMz4hZ.jpg
2021-11-28,Films (English),8,Extinct,,"time travel, extinct animals",https://image.tmdb.org/t/p/w500/kchu0regBPDjWORUzvTblyoA5aE.jpg
2021-11-28,Films (English),9,Central Intelligence,,"central intelligence agency (cia), espionage, spy, office, school, high school reunion, accountant, matter of fact",https://image.tmdb.org/t/p/w500/7Ou0TRJLi72AwLEUlo7Kym4XuNB.jpg
2021-11-28,Films (Non-English),4,Love Me Instead,,,https://image.tmdb.org/t/p/w500/qkaQgCdWO0NAA790lgRbiIxNqhp.jpg
2021-11-28,Films (Non-English),6,Earwig and the Witch,,"witch, based on novel or book, magic, orphanage, anime, disrespectful",https://image.tmdb.org/t/p/w500/9oK820JieICOcfUhI6mkpFrcA9m.jpg
2021-11-28,Films (Non-English),7,Prayers for the Stolen,,,https://image.tmdb.org/t/p/w500/n9nMTsuaWRwKe0GfAmEGMEILqog.jpg
2021-11-28,Films (Non-English),8,Yara,,"based on true story, murder, true crime, prosecutor, murder investigation, procedural, bergamo",https://image.tmdb.org/t/p/w500/gcVFI8t5QAvXGzQRKA82glDdOr3.jpg
2021-11-28,Films (Non-English),10,Sinkhole,,,https://image.tmdb.org/t/p/w500/bREdtVhZCF7ztqryhlkMMHyhXsk.jpg
2021-11-28,TV (English),6,Narcos: Mexico,,,
2021-11-28,TV (English),8,Tiger King,,,https://image.tmdb.org/t/p/w500/vxfmzeR2MfIlM3mNnXYvE1m9OP9.jpg
2021-11-28,TV (Non-English),9,EDENS ZERO,,,
2021-11-21,Films (English),5,The Harder They Fall,,"prison, release from prison, revenge, bank robbery, cowboy, wild west, quick draw, outlaw gang, 19th century",https://image.tmdb.org/t/p/w500/su9WzL7lwUZPhjH6eZByAYFx2US.jpg
2021-11-21,Films (English),7,Army of Thieves,,"europe, interpol, prequel, zombie, safecracker, bank teller",https://image.tmdb.org/t/p/w500/4fVMognsmbogzkfY7DY0Bvn7h7Y.jpg
2021-11-21,Films (English),10,Goosebumps 2: Haunted Halloween,,"halloween, sequel, based on children's book, glasses, horror for children, ventriloquist's dummy",https://image.tmdb.org/t/p/w500/t2wy38iiMpB8WsgJi3lYeDnGh2H.jpg
2021-11-21,Films (Non-English),2,7 Prisoners,,"human trafficking, sao paulo, brazil, realism, moral dilemma",https://image.tmdb.org/t/p/w500/5svMKCGnR6Yvj8wxldvDvgUi0Jk.jpg
2021-11-21,Films (Non-English),9,The Forgotten Battle,,"world war ii, drama",https://image.tmdb.org/t/p/w500/wU8ijITXE2ZgoXJexTQByJiHCbp.jpg
2021-11-21,Films (Non-English),10,Meenakshi Sundareshwar,,"marriage, long distance relationship",https://image.tmdb.org/t/p/w500/qDuTWET9QdSronOvoyWj2MjVvVr.jpg
2021-11-21,TV (Non-English),7,Christmas Flow,,"holiday, christmas",https://image.tmdb.org/t/p/w500/tdPuuTjVRMTqL7IEIS3bkBkkAcj.jpg
2021-11-21,TV (Non-English),9,Love Never Lies,,"stand-up comedy, vulgarity, strong language, dirty joke",https://image.tmdb.org/t/p/w500/hFd28wQ1kP9dIobrgd4967evyh4.jpg
2021-11-14,Films (English),5,Father Christmas Is Back,,christmas,https://image.tmdb.org/t/p/w500/mI6mFCO3lrJ4ovzwfmoLs58uhlK.jpg
2021-11-14,Films (English),6,211,,"police, pregnancy, afghanistan, based on true story, interpol, murder, bank robbery, bank heist, father daughter relationship, ride along",https://image.tmdb.org/t/p/w500/81RColr4rau6DZ7z9eMsksokcfk.jpg
2021-11-14,Films (English),7,Army of the Dead,,"casino, tiger, vault, mercenary, safe, heist, zombie animals, apocalypse, zombie, las vegas, widower, safecracker, booby trap, casino owner, walled city, zombie apocalypse, father daughter conflict, father daughter relationship, casino heist, assertive, 活死人军团, 亡者之师",https://image.tmdb.org/t/p/w500/z8CExJekGrEThbpMXAmCFvvgoJR.jpg
2021-11-14,Films (English),8,Passing,,"new york city, jealousy, based on novel or book, interracial relationship, racism, black and white, woman director, harlem, new york city, 1920s, friendship between women, passing for white",https://image.tmdb.org/t/p/w500/t4tYUT1oSWOP6XKZBoclPAG96KP.jpg
2021-11-14,Films (English),9,Transformers: The Last Knight,,"england, chosen one, based on toy, knight, planet, robot, duringcreditsstinger, planet earth, arthurian mythology, secret history",https://image.tmdb.org/t/p/w500/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg
2021-11-14,Films (Non-English),6,Stuck Together,,"neighbor, apartment building, lockdown, pandemic, covid-19",https://image.tmdb.org/t/p/w500/bvK9AMUvh0TzjSmWwv74CgBEfg2.jpg
2021-11-14,Films (Non-English),7,Lords of Scam,,"scam, carbon offset, insurance scam, carbon trading, scammer, documentary, patent scam, crime documentary, carbon neutrality",https://image.tmdb.org/t/p/w500/tPcrO8DJAP0lPeoTiQHRsNBD2EC.jpg
2021-11-14,Films (Non-English),9,The Collini Case,,"affectation, disturbed, legal drama, awestruck, empathetic, enchant, enthusiastic",https://image.tmdb.org/t/p/w500/crfpuX2d6TAGxQl3lnV2t3FIWmx.jpg
2021-11-14,Films (Non-English),10,Doctor (Tamil),,,
2021-11-14,TV (Non-English),5,My Name,,,https://image.tmdb.org/t/p/w500/7l3war94J4tRyWUiLAGokr3ViF2.jpg
2021-11-14,TV (Non-English),6,Where is Marta?,,,
2021-11-14,TV (Non-English),7,The Five Juanas,,,
2021-11-14,TV (Non-English),8,The Club,,,https://image.tmdb.org/t/p/w500/nhz4OgYZflrz3QxDqFxr0iR2cHe.jpg
2021-11-07,Films (English),6,21 Jump Street,,"drug dealer, high school, investigation, nerd, male friendship, parody, jock, crude humor, undercover cop, high school student, police academy, buddy cop, buddy comedy, duringcreditsstinger, high school rivalry, bicycle cop, based on tv series, backstory, cops, party drugs, high school classmates",https://image.tmdb.org/t/p/w500/8v3Sqv9UcIUC4ebmpKWROqPBINZ.jpg
2021-11-07,Films (English),7,Hypnotic,,"hypnotism, missing daughter",https://image.tmdb.org/t/p/w500/m0mYmlN9AewOGSOl7Q1ZgZvEeUU.jpg
2021-11-07,Films (English),8,The Girl in the Spider's Web,,"hacker, based on novel or book, sweden, stockholm, sweden, sequel, computer expert, millennium, computer programmer, gifted children, father daughter relationship, sister sister relationship",https://image.tmdb.org/t/p/w500/w4ibr8R702DCjwYniry1D1XwQXj.jpg
2021-11-07,Films (English),9,Amina,,"africa, gore, biography, based on true story, nigeria, fear, nigerian cinema, war, nollywood, zazzou, nigéria",https://image.tmdb.org/t/p/w500/hMIQiwLpBfTfe3ZbRlNx4225Mgg.jpg
2021-11-07,Films (Non-English),7,Nobody Sleeps in the Woods Tonight 2,,"police officer, killing spree, physical deformity, genetic mutation",https://image.tmdb.org/t/p/w500/6QvepemlDGIiiYsVs0Y1ieFuG7N.jpg
2021-11-07,Films (Non-English),8,Monk Comes Down the Mountain,,,https://image.tmdb.org/t/p/w500/eS2wMBnOCBUB3g58andUYIVkICF.jpg
2021-11-07,Films (Non-English),9,The Trip,,"lsd, hippie lifestyle, marijuana",https://image.tmdb.org/t/p/w500/r3I15VpCj35bGUqJu8vwqzBXhsk.jpg
2021-11-07,TV (English),7,Maya and the Three,,,
2021-11-07,TV (Non-English),8,Luis Miguel - The Series,,,
2021-10-31,Films (English),3,Night Teeth,,"vampire, college student, dracula, bloody, moonlighting, secret, sentimental, romantic, amused, awestruck, dignified, exuberant, gentle, vibrant",https://image.tmdb.org/t/p/w500/7izkJOV6FnC5P7eDruKbVOWqpSX.jpg
2021-10-31,Films (English),4,Final Score,,"revolution, terrorism, football (soccer) stadium, unassuming, football (soccer) match, amused, familiar, gentle, sympathetic, vibrant",https://image.tmdb.org/t/p/w500/5m3FEfxGQ7MdNNfUwNtA6paXRDs.jpg
2021-10-31,Films (English),5,King Arthur: Legend of the Sword,,"knight, king arthur, excalibur, sword and sorcery",https://image.tmdb.org/t/p/w500/9kKXH6eJpzoFGhCbTN3FVwSQK3n.jpg
2021-10-31,Films (English),6,Only Mine,,"waitress, babysitter, revenge, police officer, left for dead, abuser",https://image.tmdb.org/t/p/w500/1EbeDRaqYTpkw35ntQGlskuak1c.jpg
2021-10-31,Films (English),9,A Dog's Journey,,"reincarnation, sequel, growing up, dog, animal shelter, pets",https://image.tmdb.org/t/p/w500/wquJChp0NpoqthYdE3YjXNNxvVC.jpg
2021-10-31,Films (English),10,Venom,,"spacecraft, san francisco, california, superhero, anti hero, alien life-form, based on comic, aftercreditsstinger, duringcreditsstinger, business tycoon, symbiote, genetic experiment, venom",https://image.tmdb.org/t/p/w500/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg
2021-10-31,Films (Non-English),4,In for a Murder,,,https://image.tmdb.org/t/p/w500/i4CLIpT1lEOtVvOsF3dajDTXxuc.jpg
